Platform,Content_Type,Category,Follower_Count,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Has_Media,Is_Verified,Score
YouTube,Video,Lifestyle,149498,6,Monday,3,453,Positive,True,True,0.734325779143046
Twitter,Poll,Sports,397030,7,Monday,19,1608,Positive,True,False,0.624169278698132
Twitter,Retweet,Gaming,194430,9,Monday,29,231,Neutral,True,False,0.6192104646768516
Instagram,Story,Entertainment,118588,9,Monday,6,1321,Positive,True,False,0.44954228338510666
Instagram,Carousel,Lifestyle,68263,11,Monday,22,1931,Positive,True,True,0.2970523645506873
Twitter,Retweet,Sports,9804,12,Monday,6,1752,Neutral,True,False,0.413124777905229
YouTube,Video,Health,397627,16,Monday,5,552,Positive,True,False,0.8408653622915085
YouTube,Live,Business,74376,23,Monday,12,44,Positive,False,False,0.7389098139788322
Facebook,Video,Fashion,43456,0,Tuesday,28,203,Neutral,True,True,0.4875562564881254
Instagram,Story,Fitness,10515,12,Tuesday,28,636,Neutral,True,False,0.25558003827846965
TikTok,Video,Entertainment,60465,19,Tuesday,9,85,Positive,True,False,0.7952351331664382
LinkedIn,Poll,Health,269851,20,Tuesday,28,1458,Positive,True,True,0.3568330956129452
Twitter,Thread,Food,147225,23,Tuesday,3,1856,Positive,True,True,0.5515497906195802
Instagram,Story,Fitness,267597,0,Wednesday,27,1896,Positive,True,False,0.4233072442890458
TikTok,Stitch,Health,214685,0,Wednesday,3,119,Positive,True,False,0.8292714176662698
Twitter,Tweet,Business,246051,6,Wednesday,9,1234,Negative,True,False,0.630199852101959
Facebook,Story,Fashion,47962,6,Wednesday,24,563,Positive,False,False,0.6065382531638225
TikTok,Video,Lifestyle,499599,6,Wednesday,19,188,Neutral,True,False,0.8362218705308528
TikTok,Stitch,Entertainment,310089,7,Wednesday,15,358,Neutral,True,False,0.9155027727304734
YouTube,Live,Food,82499,9,Wednesday,5,329,Neutral,True,True,0.893802480708191
Twitter,Tweet,Travel,183970,11,Wednesday,8,1266,Neutral,True,False,0.4474638488203376
Twitter,Retweet,Business,296176,11,Wednesday,19,743,Positive,True,False,0.2284998422975274
LinkedIn,Document,Entertainment,450112,13,Wednesday,7,203,Positive,True,False,0.4124746438968262
Twitter,Retweet,Food,429907,22,Wednesday,12,247,Positive,True,True,0.4234040857329674
LinkedIn,Post,Fashion,22969,23,Wednesday,5,1969,Neutral,True,True,0.3775791449300923
TikTok,Duet,Lifestyle,348057,3,Thursday,22,157,Negative,True,False,0.8348555301885823
Twitter,Tweet,Fitness,246115,3,Thursday,14,1288,Negative,True,True,0.5044462515449512
LinkedIn,Post,Gaming,386226,4,Thursday,17,997,Neutral,True,False,0.17128310882468892
Facebook,Video,Food,91172,5,Thursday,14,258,Negative,True,False,0.4057697010116165
Instagram,Photo,Education,83417,8,Thursday,26,562,Positive,True,False,0.3042880492231949
LinkedIn,Article,Health,208423,13,Thursday,23,1763,Negative,True,False,0.39105845767956043
Twitter,Tweet,Fashion,374538,19,Thursday,12,1583,Neutral,True,True,0.4398550765503351
Facebook,Story,Education,472910,0,Friday,11,560,Neutral,True,False,0.38230180116329376
Twitter,Thread,Technology,52818,4,Friday,17,429,Positive,True,False,0.5168555721040698
Facebook,Video,Food,74405,4,Friday,0,256,Positive,True,False,0.4811025484738885
Twitter,Thread,Health,222227,5,Friday,24,1873,Neutral,True,False,0.5144775386772683
Facebook,Live,Health,488102,5,Friday,28,138,Neutral,True,False,0.4808124380862079
LinkedIn,Article,Fashion,349697,9,Friday,13,695,Positive,True,False,0.31338757194720646
LinkedIn,Document,Technology,480793,12,Friday,5,259,Negative,True,False,0.23982651797827126
Facebook,Video,Technology,211050,12,Friday,1,274,Neutral,True,False,0.34998225605394095
Twitter,Thread,Fitness,296947,15,Friday,13,1418,Positive,False,False,0.5890149181937143
Facebook,Story,Technology,402749,17,Friday,2,733,Positive,True,False,0.46906249815857504
TikTok,Stitch,Gaming,308032,18,Friday,24,108,Positive,True,True,0.7878726843428789
Facebook,Video,Health,209666,0,Saturday,22,498,Neutral,True,False,0.4666311778114712
Facebook,Live,Lifestyle,266637,6,Saturday,1,71,Negative,False,False,0.30365499853901595
LinkedIn,Post,Gaming,409467,8,Saturday,5,922,Neutral,True,False,0.21757982030079537
Facebook,Story,Fitness,188172,8,Saturday,28,137,Negative,False,False,0.5613900434482155
Facebook,Story,Fashion,225251,14,Saturday,5,985,Positive,False,False,0.6042774126420842
LinkedIn,Document,Travel,337870,16,Saturday,12,569,Positive,True,True,0.29480296624554747
Instagram,Carousel,Food,499011,17,Saturday,15,1352,Negative,True,True,0.4223418451596527
LinkedIn,Post,Technology,116651,21,Saturday,9,264,Neutral,True,False,0.2621160025776955
YouTube,Community Post,Gaming,394336,1,Sunday,24,663,Positive,True,False,0.7419385099186233
Facebook,Video,Health,343294,3,Sunday,29,183,Positive,False,False,0.437759138845696
Instagram,Reel,Technology,6986,4,Sunday,10,35,Positive,True,False,0.40158274474703304
Facebook,Post,Education,314632,4,Sunday,15,946,Neutral,False,False,0.5259908481772904
Facebook,Live,Gaming,168892,5,Sunday,25,520,Negative,True,True,0.5854392537424282
LinkedIn,Post,Entertainment,300796,10,Sunday,15,93,Positive,True,False,0.30628217813121933
Instagram,Carousel,Health,124552,23,Sunday,15,1726,Positive,True,False,0.43039643608108813
Facebook,Live,Education,129385,23,Sunday,18,535,Negative,True,True,0.28425746145971637
LinkedIn,Document,Gaming,465963,1,Monday,2,1981,Neutral,True,False,0.35006221311081587
Twitter,Retweet,Lifestyle,35705,8,Monday,21,1041,Positive,True,False,0.5911284479489604
Instagram,Photo,Fashion,275617,8,Monday,25,716,Negative,False,False,0.5313350041587792
Facebook,Post,Fashion,430797,8,Monday,29,1976,Positive,False,False,0.4835020845045382
TikTok,Duet,Food,388838,10,Monday,28,410,Positive,True,False,0.9501129681295426
TikTok,Duet,Sports,284088,20,Monday,24,553,Neutral,True,False,0.7647682881328521
Twitter,Tweet,Travel,370952,23,Monday,9,1003,Positive,True,False,0.4956330645378253
Facebook,Post,Business,285583,1,Tuesday,18,1730,Neutral,True,False,0.5123165375989973
Instagram,Reel,Business,293476,1,Tuesday,29,102,Neutral,True,True,0.48950293047035254
YouTube,Video,Health,128513,3,Tuesday,10,49,Positive,True,False,0.8848718897886954
YouTube,Video,Lifestyle,189557,4,Tuesday,22,69,Positive,True,False,0.8545123130076319
LinkedIn,Article,Fashion,302292,13,Tuesday,23,1323,Positive,True,True,0.4071496862205581
Instagram,Reel,Health,12892,13,Wednesday,28,81,Neutral,True,False,0.48328448981695704
YouTube,Community Post,Travel,340029,14,Wednesday,20,1656,Positive,True,False,0.6210334613208696
TikTok,Stitch,Travel,145280,14,Wednesday,2,72,Neutral,True,True,0.9692700087751124
Instagram,Photo,Food,102826,20,Wednesday,1,545,Neutral,True,True,0.25071977467751977
Twitter,Retweet,Gaming,375662,22,Wednesday,19,1546,Positive,True,True,0.5685657865921859
Twitter,Thread,Health,84008,8,Thursday,28,571,Neutral,True,False,0.5654894414268
TikTok,Stitch,Technology,144844,13,Thursday,7,261,Positive,True,True,0.8375652827428378
Facebook,Video,Education,314847,15,Thursday,3,316,Neutral,True,False,0.6327974766874929
TikTok,Video,Gaming,142279,15,Thursday,24,64,Neutral,False,False,0.7754479719287478
Facebook,Video,Business,86009,17,Thursday,0,186,Positive,True,False,0.5425601625523918
Facebook,Live,Entertainment,110502,17,Thursday,16,341,Neutral,True,False,0.5679086744562467
Twitter,Tweet,Gaming,180359,22,Thursday,26,1563,Positive,True,False,0.5295418066491102
Instagram,Reel,Entertainment,338899,5,Friday,1,392,Negative,False,False,0.30818031719281197
Twitter,Thread,Travel,452805,13,Friday,21,237,Positive,True,False,0.4860526496086023
Facebook,Story,Fitness,400484,15,Friday,18,1447,Neutral,True,False,0.6292894174840268
Twitter,Tweet,Health,383834,19,Friday,2,1645,Neutral,True,False,0.5120586239963775
Instagram,Reel,Education,305165,2,Saturday,10,81,Positive,True,False,0.42186935851393875
TikTok,Video,Sports,69416,5,Saturday,13,353,Negative,True,False,0.871172281543708
Instagram,Story,Fitness,128474,9,Saturday,3,1134,Neutral,True,False,0.3073449731458673
YouTube,Live,Fashion,210913,5,Sunday,0,402,Neutral,True,False,0.6291241695648816
LinkedIn,Article,Food,105113,6,Sunday,3,1309,Positive,True,False,0.2676317940371955
LinkedIn,Poll,Food,412473,7,Sunday,22,1325,Neutral,True,False,0.1772802234590283
LinkedIn,Post,Lifestyle,273313,16,Sunday,4,603,Neutral,True,False,0.2978149089708738
LinkedIn,Article,Education,368741,18,Sunday,10,683,Neutral,False,False,0.20122617276151228
Facebook,Video,Technology,69809,19,Sunday,9,48,Positive,True,False,0.44594696803242884
YouTube,Community Post,Gaming,437468,19,Sunday,12,157,Positive,False,True,0.884238989221812
Twitter,Retweet,Fashion,188229,21,Sunday,9,1535,Negative,True,False,0.588447021369382
TikTok,Video,Food,276485,8,Monday,13,336,Positive,True,False,0.8705933853749896
Facebook,Story,Entertainment,489584,16,Monday,16,1160,Neutral,True,False,0.48588306980468265
Twitter,Tweet,Travel,168952,23,Monday,11,300,Positive,True,True,0.47740576238385146
Twitter,Poll,Health,150319,5,Tuesday,8,69,Negative,False,False,0.3659515098056779
Twitter,Retweet,Health,212941,8,Tuesday,5,733,Neutral,True,True,0.44983918153128116
Facebook,Story,Business,496283,12,Tuesday,18,1120,Negative,False,True,0.5836138408291117
Instagram,Reel,Lifestyle,365841,14,Tuesday,0,288,Positive,True,False,0.5327113657782344
Twitter,Poll,Fitness,172954,14,Tuesday,28,1985,Positive,True,False,0.33968169399630893
Instagram,Carousel,Education,382081,15,Tuesday,26,1795,Positive,True,True,0.32748685684591633
Instagram,Story,Food,301108,1,Wednesday,9,972,Positive,True,False,0.2859521157231114
Instagram,Story,Gaming,419190,2,Wednesday,11,904,Neutral,True,False,0.34015288782324143
Twitter,Thread,Fitness,196815,4,Wednesday,17,355,Neutral,True,False,0.4918964485763085
Instagram,Story,Fitness,325194,8,Wednesday,29,853,Positive,True,False,0.38016407353566045
TikTok,Duet,Fitness,106784,14,Wednesday,18,93,Positive,True,False,0.8339110599034627
Twitter,Thread,Entertainment,330599,16,Wednesday,21,1598,Neutral,True,False,0.40221868178920483
LinkedIn,Poll,Travel,317272,0,Thursday,8,54,Positive,False,False,0.3078729370738058
TikTok,Stitch,Technology,156542,1,Thursday,10,364,Neutral,True,False,0.9325578027678754
TikTok,Stitch,Education,103234,3,Thursday,10,87,Positive,True,True,0.7835797230788883
LinkedIn,Poll,Fitness,328528,7,Thursday,7,1770,Neutral,False,True,0.31681349164745826
Facebook,Live,Travel,16549,8,Thursday,22,77,Positive,True,True,0.5202864253474162
LinkedIn,Document,Food,138092,10,Thursday,11,1700,Neutral,False,False,0.16812228804314422
TikTok,Duet,Fashion,209069,15,Thursday,6,434,Neutral,True,False,0.8248990751558807
Instagram,Story,Education,229098,17,Thursday,22,1082,Negative,False,False,0.43794455266413224
LinkedIn,Document,Lifestyle,43349,3,Friday,29,764,Positive,False,False,0.38029527065253016
LinkedIn,Post,Fitness,115798,4,Friday,19,220,Negative,False,False,0.3181724304426775
YouTube,Community Post,Gaming,429532,11,Friday,1,1916,Positive,True,False,0.8624122596813645
TikTok,Video,Fitness,451011,20,Friday,10,450,Positive,False,False,0.8688534534487461
Facebook,Post,Technology,181126,22,Friday,14,207,Positive,True,False,0.5326176010998779
Instagram,Reel,Health,95345,22,Friday,20,392,Neutral,True,False,0.4358473787160969
Facebook,Story,Fashion,348032,23,Friday,27,1079,Positive,False,True,0.5151750562306867
Facebook,Post,Travel,398357,2,Saturday,15,108,Neutral,False,True,0.5733754442297678
Instagram,Carousel,Gaming,429584,5,Saturday,0,1703,Positive,False,True,0.33886971943729405
Instagram,Story,Fitness,117461,6,Saturday,17,1676,Negative,False,True,0.3922280381795278
TikTok,Stitch,Education,144798,12,Saturday,26,431,Neutral,True,False,0.8985193158055937
YouTube,Live,Technology,133965,13,Saturday,14,244,Positive,True,False,0.7160287199299131
TikTok,Duet,Sports,194354,14,Saturday,18,270,Positive,True,True,0.8962395102186659
Twitter,Retweet,Health,80619,14,Saturday,16,1795,Neutral,True,True,0.6425984539243587
Facebook,Story,Sports,312340,15,Saturday,1,1894,Positive,True,True,0.5297400315364234
Instagram,Carousel,Fashion,381100,17,Saturday,20,1894,Positive,False,True,0.39713850197081435
LinkedIn,Article,Entertainment,221673,2,Sunday,24,365,Negative,False,True,0.3505830994100944
Instagram,Photo,Travel,39880,3,Sunday,8,973,Neutral,True,False,0.246749104116262
Instagram,Story,Fashion,382730,9,Sunday,19,125,Neutral,True,False,0.42403117780966787
LinkedIn,Post,Education,2575,13,Sunday,11,1586,Neutral,True,False,0.3119394143066168
Instagram,Reel,Technology,312306,16,Sunday,4,477,Positive,True,False,0.4436280585247803
Twitter,Retweet,Business,44279,17,Sunday,25,1549,Neutral,False,False,0.27889940855137496
Instagram,Reel,Entertainment,454217,20,Sunday,13,78,Positive,True,True,0.4222211186477069
YouTube,Community Post,Lifestyle,111487,2,Monday,25,1299,Positive,True,True,0.8695469083056026
Facebook,Story,Lifestyle,242914,4,Monday,19,1755,Neutral,True,True,0.4485287822911935
TikTok,Video,Technology,408648,5,Monday,9,355,Negative,True,False,0.7757919837383853
LinkedIn,Poll,Business,366772,7,Monday,6,276,Positive,True,True,0.355007256260162
Facebook,Live,Lifestyle,173151,9,Monday,4,335,Neutral,True,False,0.48535904111155526
Instagram,Photo,Business,42967,15,Monday,1,1620,Neutral,True,False,0.2862243612374581
YouTube,Short,Health,442916,18,Monday,27,126,Neutral,True,False,0.8036260849543402
YouTube,Live,Sports,28212,21,Monday,18,518,Positive,True,True,0.7460503525814495
Twitter,Tweet,Gaming,331770,23,Monday,0,1863,Neutral,True,True,0.5348250814453362
Instagram,Story,Entertainment,483045,3,Tuesday,24,841,Positive,True,False,0.36492275601294605
YouTube,Community Post,Lifestyle,228227,3,Tuesday,20,646,Positive,True,True,0.704071935684953
Facebook,Live,Education,392414,12,Tuesday,7,599,Positive,True,False,0.3741057565335128
LinkedIn,Article,Health,20046,8,Wednesday,27,706,Neutral,True,False,0.4024826208178168
Facebook,Video,Gaming,267294,8,Wednesday,25,188,Neutral,True,False,0.6146320925425243
Instagram,Reel,Lifestyle,249116,10,Wednesday,4,522,Negative,False,False,0.4341091690030898
Instagram,Story,Fitness,219752,11,Wednesday,5,56,Positive,True,False,0.3435012632205216
Facebook,Live,Business,137445,12,Wednesday,19,409,Positive,False,True,0.5798491617346581
Twitter,Retweet,Fashion,412440,14,Wednesday,14,431,Positive,True,False,0.5614234309256471
TikTok,Stitch,Education,164900,17,Wednesday,12,112,Neutral,True,False,0.9224090777392389
TikTok,Duet,Food,457797,21,Wednesday,1,194,Positive,True,False,0.8710628334225319
Instagram,Carousel,Entertainment,29187,1,Thursday,16,1389,Positive,True,False,0.3963458302015938
Twitter,Retweet,Entertainment,168244,7,Thursday,15,112,Neutral,False,False,0.5639129577664954
Instagram,Story,Gaming,174074,8,Thursday,2,1830,Positive,True,True,0.4520048486331477
Instagram,Reel,Business,139793,11,Thursday,6,218,Positive,True,True,0.48238379849736546
Facebook,Story,Health,469956,15,Thursday,23,1498,Negative,True,False,0.42164912031687585
TikTok,Duet,Travel,425030,17,Thursday,24,259,Positive,True,False,0.8055062617844989
Instagram,Story,Technology,340109,0,Friday,7,467,Positive,True,False,0.3509517296622144
YouTube,Live,Health,24253,0,Friday,16,455,Neutral,False,True,0.8121401384542263
TikTok,Duet,Health,422837,5,Friday,25,45,Negative,True,True,0.8762565979472274
TikTok,Video,Business,156438,13,Friday,21,546,Neutral,True,False,0.7905426368050414
Twitter,Tweet,Sports,120064,13,Friday,11,1091,Neutral,True,False,0.6076392610782372
Facebook,Story,Lifestyle,258108,18,Friday,7,1217,Neutral,True,False,0.5649381307419542
Instagram,Reel,Gaming,421747,19,Friday,22,592,Neutral,True,True,0.4307365104207632
TikTok,Stitch,Fitness,133001,20,Friday,7,102,Positive,True,False,0.7842906645766916
Facebook,Live,Gaming,354408,23,Friday,15,66,Neutral,True,False,0.5786589693473454
TikTok,Duet,Fashion,81798,1,Saturday,13,184,Neutral,True,False,0.7735104095714156
Instagram,Reel,Food,371385,1,Saturday,16,466,Positive,True,True,0.451826943991871
Twitter,Tweet,Business,257683,2,Saturday,29,398,Positive,True,False,0.5619664586932415
Facebook,Live,Fashion,10517,5,Saturday,25,313,Neutral,True,False,0.5903227295025946
TikTok,Stitch,Sports,164096,6,Saturday,16,412,Neutral,True,False,0.7070650376030782
Twitter,Thread,Gaming,352855,7,Saturday,14,229,Positive,True,True,0.6179589815844361
Facebook,Video,Lifestyle,104534,18,Saturday,2,209,Positive,True,False,0.45862089048355975
YouTube,Community Post,Food,231144,19,Saturday,9,1342,Negative,False,False,0.7846725782004896
YouTube,Short,Education,351334,19,Saturday,29,549,Positive,True,False,0.8577045065059307
Twitter,Poll,Sports,461309,11,Sunday,29,1370,Positive,True,False,0.4140161863044823
Twitter,Tweet,Sports,259987,13,Sunday,25,1825,Negative,False,False,0.41656707255105063
Facebook,Post,Business,165915,13,Sunday,22,1000,Negative,True,True,0.4797881008055778
Instagram,Reel,Business,468634,13,Sunday,8,525,Negative,True,False,0.2541636719231515
Facebook,Video,Gaming,467902,23,Sunday,29,340,Positive,True,True,0.5438465913811923
Facebook,Video,Fitness,138771,0,Monday,24,563,Negative,True,False,0.6289246003546669
TikTok,Duet,Entertainment,160572,0,Monday,26,199,Neutral,True,False,0.917112566035704
Facebook,Post,Health,175208,6,Monday,25,928,Positive,True,False,0.46319821549692325
TikTok,Duet,Fashion,33088,10,Monday,1,387,Neutral,True,False,0.7944901532333817
Facebook,Video,Food,468048,12,Monday,9,147,Neutral,True,True,0.4953890297030521
Facebook,Post,Gaming,476294,13,Monday,6,1465,Positive,False,False,0.46625940043094083
TikTok,Duet,Business,310168,19,Monday,5,234,Positive,True,True,0.7938626144315133
Instagram,Carousel,Fitness,71232,3,Tuesday,13,645,Neutral,True,False,0.41943259547236234
Instagram,Reel,Entertainment,151431,5,Tuesday,6,556,Neutral,True,True,0.4421155739236802
Facebook,Story,Gaming,129701,5,Tuesday,24,810,Positive,True,False,0.2942760425606112
TikTok,Stitch,Travel,472133,8,Tuesday,21,470,Negative,True,False,0.6818334058398684
Facebook,Post,Sports,133476,10,Tuesday,7,678,Neutral,True,False,0.5673203212515117
TikTok,Stitch,Business,491285,13,Tuesday,18,128,Positive,True,False,0.7680225837343443
LinkedIn,Post,Entertainment,332472,22,Tuesday,17,1296,Positive,False,True,0.35025027817424265
Instagram,Reel,Education,355940,22,Tuesday,5,274,Negative,False,False,0.24320581615694314
Instagram,Photo,Food,202601,2,Wednesday,3,1259,Positive,False,False,0.4123154089377254
LinkedIn,Poll,Education,381077,14,Wednesday,13,111,Positive,True,False,0.3936204401789961
TikTok,Stitch,Lifestyle,376726,15,Wednesday,3,390,Neutral,True,True,0.8079667599579341
TikTok,Video,Technology,71055,17,Wednesday,21,222,Positive,True,False,0.9535909881480034
TikTok,Duet,Entertainment,217077,19,Wednesday,29,55,Negative,False,True,0.8358071570122875
YouTube,Video,Education,258326,1,Thursday,25,593,Positive,True,False,0.8194453505883891
Instagram,Reel,Gaming,402382,1,Thursday,0,287,Positive,True,False,0.5363124463461777
Instagram,Photo,Technology,242044,3,Thursday,21,462,Positive,True,True,0.48512762332853765
Instagram,Reel,Food,462416,4,Thursday,8,178,Positive,True,False,0.563785922226351
Instagram,Carousel,Technology,270262,6,Thursday,21,1304,Neutral,True,False,0.49989520239048346
TikTok,Video,Food,215111,7,Thursday,23,236,Positive,True,True,0.7899681450141605
LinkedIn,Post,Education,3966,8,Thursday,11,855,Neutral,True,False,0.2656505100418334
Facebook,Live,Food,157579,21,Thursday,20,372,Positive,True,True,0.5618911062955656
TikTok,Duet,Education,465383,5,Friday,28,474,Positive,True,False,0.9485494974896187
Facebook,Post,Sports,147224,20,Friday,6,1363,Neutral,True,False,0.32997944282362807
Twitter,Tweet,Fashion,420670,23,Friday,7,1785,Neutral,True,False,0.28957998437337
TikTok,Duet,Health,186372,1,Saturday,22,457,Positive,True,False,0.7912464250431321
Instagram,Carousel,Gaming,129216,3,Saturday,2,170,Negative,True,False,0.2843967936096734
Instagram,Story,Technology,139469,5,Saturday,8,1628,Neutral,True,False,0.4471503024842052
Twitter,Poll,Travel,190786,16,Saturday,26,859,Positive,True,False,0.5427641412935093
LinkedIn,Article,Lifestyle,61351,21,Saturday,17,1231,Positive,True,True,0.3359794071615312
LinkedIn,Poll,Health,449926,21,Saturday,12,1694,Positive,True,False,0.19363499931665062
Facebook,Story,Education,38159,21,Saturday,2,1273,Negative,True,False,0.47240299365841554
YouTube,Video,Travel,352105,22,Saturday,25,300,Positive,True,False,0.7038019403045153
Instagram,Story,Education,46376,23,Saturday,26,408,Negative,True,False,0.40075477970808426
Twitter,Thread,Technology,448960,1,Sunday,3,1264,Positive,True,True,0.5502920510897227
Facebook,Post,Fitness,25935,5,Sunday,6,893,Neutral,False,False,0.30104810684719974
LinkedIn,Document,Business,456712,11,Sunday,22,310,Negative,True,False,0.34176468712413255
TikTok,Duet,Technology,225377,16,Sunday,27,309,Positive,True,True,0.8607296697478352
TikTok,Duet,Entertainment,333815,18,Sunday,25,394,Neutral,True,False,0.8913317413880197
TikTok,Duet,Entertainment,412256,20,Sunday,6,322,Neutral,True,False,0.9041786733441689
Instagram,Carousel,Sports,62227,22,Sunday,16,618,Neutral,True,False,0.43495304919969463
Facebook,Story,Fashion,246782,1,Monday,20,369,Negative,True,False,0.46823021833368555
TikTok,Stitch,Health,48001,1,Monday,29,578,Positive,True,False,0.8368196300030197
TikTok,Video,Health,103190,1,Monday,7,276,Neutral,True,False,0.6433485474161575
LinkedIn,Poll,Business,113226,1,Monday,6,256,Positive,True,False,0.3855652750720978
Facebook,Post,Sports,188430,4,Monday,27,1345,Negative,True,False,0.6031637977417987
TikTok,Duet,Education,280118,10,Monday,22,518,Neutral,True,False,0.9239365533256493
Instagram,Story,Fashion,48808,20,Monday,20,1382,Neutral,True,False,0.47547524797482776
LinkedIn,Post,Sports,348953,23,Monday,14,542,Positive,True,False,0.2827257776006724
Twitter,Retweet,Technology,413429,0,Tuesday,28,1664,Neutral,True,False,0.6241153198232907
Facebook,Video,Technology,88606,3,Tuesday,10,353,Negative,True,True,0.397230637462922
TikTok,Duet,Food,362407,4,Tuesday,14,190,Positive,True,False,0.8706629490085392
Facebook,Live,Business,494953,5,Tuesday,23,466,Positive,True,False,0.45980567600457983
TikTok,Duet,Technology,341413,8,Tuesday,0,524,Negative,True,False,0.933258799864176
Twitter,Tweet,Health,381792,9,Tuesday,27,802,Positive,True,False,0.3487502011430801
TikTok,Stitch,Travel,223049,13,Tuesday,29,574,Negative,False,False,0.8939731408622735
Twitter,Retweet,Travel,435805,15,Tuesday,25,281,Neutral,True,False,0.5761715756538728
LinkedIn,Article,Gaming,480695,19,Tuesday,6,1352,Positive,True,False,0.29599692743655687
Instagram,Story,Gaming,271686,19,Tuesday,18,495,Positive,True,True,0.4107905241605511
YouTube,Video,Education,374403,21,Tuesday,27,523,Positive,True,False,0.8247792222155935
Twitter,Retweet,Business,218858,2,Wednesday,3,1131,Positive,True,False,0.4112414419608181
Instagram,Carousel,Lifestyle,290035,7,Wednesday,24,232,Positive,True,False,0.5179486565835275
Facebook,Video,Food,396427,7,Wednesday,3,25,Positive,False,True,0.4278031084086847
Instagram,Reel,Food,463325,17,Wednesday,12,326,Positive,True,False,0.22617443150971078
Instagram,Photo,Technology,282392,21,Wednesday,17,302,Negative,True,False,0.4448199866214559
Twitter,Tweet,Business,310435,12,Thursday,20,468,Neutral,True,False,0.4500250100795693
Facebook,Video,Food,350726,18,Thursday,21,423,Positive,True,False,0.40353405331984143
TikTok,Stitch,Fitness,50269,18,Thursday,8,311,Neutral,False,False,0.8028397416718039
TikTok,Video,Entertainment,331604,23,Thursday,27,513,Positive,True,False,0.9495039297247886
Twitter,Thread,Business,9529,23,Thursday,10,1320,Positive,False,False,0.5241813522323296
Twitter,Poll,Food,54639,6,Friday,24,1174,Neutral,True,False,0.296884963925329
Instagram,Photo,Gaming,52633,12,Friday,29,1859,Positive,True,False,0.47365642076038483
Instagram,Reel,Fitness,105483,13,Friday,25,554,Positive,True,False,0.3691423509153413
Facebook,Story,Technology,179659,17,Friday,25,447,Neutral,True,True,0.5694653528336873
Twitter,Retweet,Business,92792,19,Friday,12,1603,Neutral,True,False,0.3740759264418066
Instagram,Photo,Health,207165,20,Friday,18,1681,Neutral,False,True,0.4068346924240113
Twitter,Thread,Technology,72750,20,Friday,29,307,Positive,True,False,0.4132004045888813
Facebook,Live,Sports,258201,4,Saturday,27,336,Positive,True,True,0.4674170607971208
Instagram,Carousel,Lifestyle,303859,4,Saturday,19,628,Neutral,True,False,0.46619259772272037
TikTok,Stitch,Sports,71234,4,Saturday,7,516,Neutral,True,False,0.7505197416369336
Facebook,Live,Gaming,274316,9,Saturday,20,94,Neutral,True,False,0.3774544412389246
Facebook,Story,Fitness,193991,11,Saturday,29,504,Positive,True,True,0.5815457849281548
Facebook,Post,Technology,422293,15,Saturday,7,1408,Negative,True,False,0.3759758725163472
Instagram,Reel,Gaming,188420,17,Saturday,15,497,Positive,True,True,0.43561505629314445
Instagram,Reel,Technology,201686,17,Saturday,9,160,Positive,True,True,0.49930171432247195
Instagram,Carousel,Sports,302246,19,Saturday,3,1511,Positive,True,False,0.17576198226076128
Twitter,Retweet,Fitness,58823,21,Saturday,18,1310,Positive,True,False,0.6155885892265619
TikTok,Video,Gaming,269136,22,Saturday,11,274,Neutral,True,False,0.7573676502219872
Twitter,Retweet,Technology,335387,0,Sunday,6,170,Neutral,True,True,0.5501285033854502
Instagram,Carousel,Health,68745,8,Sunday,3,1359,Neutral,True,False,0.342639449584318
LinkedIn,Post,Business,372723,12,Sunday,24,703,Positive,True,False,0.36050225844029493
Facebook,Video,Sports,156777,13,Sunday,10,337,Neutral,True,False,0.4929778061170487
Instagram,Carousel,Gaming,369635,20,Sunday,4,1031,Positive,True,False,0.4575041376543957
Instagram,Reel,Technology,282273,21,Sunday,8,258,Positive,True,True,0.2912586384368939
Twitter,Poll,Sports,25928,21,Sunday,4,300,Neutral,True,False,0.6506754253890061
TikTok,Duet,Gaming,223778,1,Monday,16,308,Neutral,True,True,0.6839426171383864
Facebook,Video,Lifestyle,113645,7,Monday,21,516,Positive,True,False,0.41954134339703725
Twitter,Tweet,Education,116235,8,Monday,16,1887,Neutral,True,True,0.516308488659887
Facebook,Live,Gaming,267485,9,Monday,27,73,Neutral,True,True,0.5415566960062436
Facebook,Story,Technology,289618,19,Monday,23,1094,Positive,True,False,0.61994620247125
Instagram,Photo,Fashion,357009,0,Tuesday,4,1471,Positive,True,False,0.5100916806402668
Facebook,Video,Food,41332,0,Tuesday,5,306,Neutral,True,False,0.4904211140308328
TikTok,Video,Food,91918,2,Tuesday,25,414,Negative,True,False,0.8694112355529525
Facebook,Post,Health,407607,3,Tuesday,18,918,Neutral,True,True,0.4979366515382053
YouTube,Community Post,Education,48528,7,Tuesday,1,260,Negative,False,False,0.8747271713505146
YouTube,Live,Food,69014,7,Tuesday,29,40,Positive,True,False,0.7183724383946748
YouTube,Live,Travel,453595,10,Tuesday,4,333,Positive,True,False,0.8869326467519575
Twitter,Tweet,Travel,92257,12,Tuesday,25,1986,Positive,True,False,0.46384035254903805
LinkedIn,Poll,Travel,22632,18,Tuesday,11,1644,Positive,True,True,0.27628120754369445
Instagram,Carousel,Health,52104,21,Tuesday,20,1057,Neutral,True,True,0.488781235353927
Instagram,Reel,Sports,68463,0,Wednesday,10,394,Neutral,True,False,0.5253723935070702
